Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
29.0,4.5,12.975377,77.696664,13.055377,77.776664,5,2,1,3,3,0.0,0,2,13
39.0,4.6,13.026286,80.275235,13.046286,80.295235,2,0,2,1,2,1.0,0,0,32
25.0,4.9,12.323978,76.627961,12.453978,76.757961,2,1,2,3,1,0.0,0,2,16
34.0,5.0,11.025083,77.015393,11.055083,77.045393,0,3,2,3,1,0.0,0,2,19
22.0,4.8,12.933284,77.615428,12.953284,77.635428,4,2,1,1,2,1.0,0,0,18
27.0,5.0,26.492106,80.327797,26.562106,80.397797,5,1,0,0,2,1.0,0,0,27
28.0,4.5,19.003517,72.82765,19.073517,72.89765,4,3,0,1,2,1.0,0,2,25
32.0,5.0,10.994136,76.963303,11.024136,76.993303,3,3,2,1,3,1.0,0,0,31
30.0,4.7,23.353783,85.326967,23.463783,85.436967,1,1,2,1,3,1.0,0,0,39
27.0,4.6,17.440827,78.393391,17.510827,78.463391,4,3,0,3,2,0.0,0,0,20
35.0,3.9,19.12663,72.829976,19.20663,72.909976,5,1,1,3,2,2.0,0,0,38
22.0,4.6,12.297954,76.665169,12.327954,76.695169,5,2,1,0,2,1.0,0,0,19
35.0,4.7,0.0,0.0,0.03,0.03,4,1,2,1,1,1.0,0,0,17
30.0,4.6,22.308096,73.167753,22.318096,73.177753,0,2,0,0,2,0.0,0,2,24
39.0,4.8,12.323194,76.630583,12.343194,76.650583,1,0,2,1,3,1.0,0,2,26
33.0,4.8,17.450851,78.379347,17.510851,78.439347,2,3,2,2,2,1.0,0,0,28
20.0,4.7,18.543626,73.905101,18.623626,73.985101,2,3,2,3,3,1.0,0,2,16
20.0,4.7,0.0,0.0,0.03,0.03,1,3,2,0,2,0.0,0,2,17
34.0,4.2,12.304569,76.643622,12.364569,76.703622,5,2,0,3,2,0.0,0,2,24
22.0,4.7,12.299524,76.64262,12.369524,76.71262,5,3,0,2,2,1.0,0,0,24
37.0,4.3,26.849596,75.800512,26.869596,75.820512,3,0,2,2,3,1.0,0,0,34
20.0,4.8,19.003517,72.82765,19.013517,72.83765,0,2,1,3,2,1.0,0,2,16
33.0,4.9,21.160522,72.771477,21.210522,72.821477,5,2,1,1,2,1.0,0,0,26
21.0,5.0,22.728163,75.884212,22.858163,76.014212,1,3,1,1,2,1.0,0,0,25
33.0,4.6,22.31279,73.170283,22.38279,73.240283,1,3,0,2,2,2.0,0,0,49
24.0,4.6,12.98041,77.640489,13.06041,77.720489,5,3,2,3,1,0.0,0,2,24
36.0,4.7,0.0,0.0,0.02,0.02,2,0,2,2,3,2.0,0,0,32
30.0,4.6,19.131141,72.813074,19.16114,72.843074,4,3,0,0,2,1.0,0,0,26
32.0,4.9,17.433809,78.386744,17.523809,78.476744,2,2,1,0,3,1.0,0,0,24
28.0,4.6,17.428294,78.404423,17.558294,78.534423,3,1,2,1,1,0.0,0,0,16
21.0,4.7,26.766536,75.837333,26.896536,75.967333,5,1,2,1,3,1.0,0,0,27
39.0,4.9,19.879631,75.323403,19.899631,75.343403,1,0,0,1,2,1.0,0,0,25
32.0,4.7,13.026286,80.275235,13.046286,80.295235,0,2,0,1,2,0.0,0,0,26
20.0,4.5,19.091458,72.827808,19.151458,72.887808,2,1,1,0,3,1.0,0,2,25
30.0,4.7,0.0,0.0,0.03,0.03,1,2,0,2,2,1.0,0,0,26
36.0,5.0,26.849596,75.800512,26.859596,75.810512,1,2,2,2,3,1.0,0,2,15
28.0,4.8,12.934179,77.615797,12.954179,77.635797,4,2,1,0,3,1.0,0,2,18
32.0,4.5,18.520016,73.830547,18.570016,73.880547,1,1,0,0,2,1.0,0,0,30
39.0,4.4,12.986047,80.218114,13.096047,80.328114,0,1,1,1,3,1.0,0,0,46
30.0,4.7,21.170798,72.790489,21.280798,72.900489,5,2,0,1,2,1.0,0,0,24
32.0,4.4,18.563934,73.915367,18.603935,73.955367,2,3,0,1,2,1.0,0,0,37
23.0,4.6,22.760072,75.892574,22.850072,75.982574,5,1,0,3,2,1.0,0,0,27
21.0,4.8,19.12663,72.829976,19.16663,72.869976,5,3,2,0,3,1.0,0,0,27
31.0,4.2,22.761226,75.887522,22.821226,75.947522,5,3,2,2,1,1.0,0,0,32
37.0,4.6,19.178321,72.834715,19.198321,72.854715,3,0,2,0,1,1.0,0,2,28
20.0,4.5,21.149834,72.778666,21.199834,72.828666,2,1,0,1,2,1.0,0,0,29
28.0,4.5,26.88842,75.800689,26.89842,75.810689,2,2,0,3,2,1.0,0,0,27
22.0,4.9,12.297954,76.665169,12.307954,76.675169,0,2,1,3,2,0.0,0,0,11
20.0,4.7,17.458998,78.500366,17.518998,78.560366,0,3,1,0,2,1.0,0,2,13
34.0,4.8,23.354422,85.3329,23.484422,85.4629,5,2,1,0,3,1.0,0,0,27
38.0,4.8,13.044694,80.26147,13.084694,80.30147,5,0,1,3,3,1.0,0,0,25
30.0,4.7,12.935662,77.61413,13.065662,77.74413,1,2,3,1,3,1.0,0,0,26
32.0,4.5,23.416792,85.316842,23.456792,85.356842,0,0,2,0,2,1.0,0,0,27
34.0,4.9,18.520016,73.830547,18.630016,73.940547,4,2,2,3,3,1.0,0,0,26
33.0,3.9,22.722634,75.886959,22.812634,75.976959,5,3,2,2,1,1.0,0,0,32
34.0,4.5,22.745536,75.893106,22.765536,75.913106,5,2,1,2,2,1.0,0,0,25
32.0,4.6,0.0,0.0,0.03,0.03,3,1,2,2,2,1.0,0,0,32
30.0,4.7,12.972161,77.596014,13.042161,77.666014,4,2,1,1,3,2.0,1,0,42
34.0,4.7,12.304569,76.643622,12.354569,76.693622,4,1,0,1,2,1.0,0,0,29
26.0,4.6,21.175104,72.804342,21.245104,72.874342,0,1,1,0,3,0.0,0,0,32
31.0,4.0,12.935662,77.61413,13.015662,77.69413,0,2,0,1,2,1.0,0,0,35
39.0,4.8,21.17106,72.789292,21.21106,72.829292,4,0,0,1,2,1.0,0,0,27
27.0,4.8,0.0,0.0,0.01,0.01,4,2,1,2,2,0.0,0,0,15
32.0,5.0,17.450851,78.379347,17.500851,78.429347,0,1,2,0,3,1.0,0,2,27
32.0,4.5,22.526461,88.364453,22.576461,88.414453,3,3,0,2,2,1.0,0,0,30
39.0,4.1,23.371292,85.327872,23.441292,85.397872,4,3,0,3,2,1.0,0,0,32
36.0,4.8,18.520016,73.830547,18.530016,73.840547,3,2,2,2,1,0.0,0,0,25
37.0,4.1,13.029198,77.570997,13.059198,77.600997,5,3,0,0,2,1.0,0,0,38
37.0,4.8,23.416792,85.316842,23.476792,85.376842,1,1,1,2,3,1.0,0,0,26
38.0,3.7,18.520016,73.830547,18.630016,73.940547,3,1,1,2,2,1.0,0,0,31
28.0,4.7,23.416792,85.316842,23.436792,85.336842,3,0,2,1,3,1.0,0,0,28
34.0,3.8,18.546258,73.904337,18.656258,74.014337,3,3,1,2,3,0.0,0,0,31
32.0,4.9,13.026286,80.275235,13.136286,80.385235,0,2,1,0,2,1.0,0,0,29
22.0,4.7,26.921411,75.793604,26.981411,75.853604,5,2,1,0,2,0.0,0,2,17
31.0,4.0,22.552672,88.352885,22.642672,88.442885,5,3,0,1,2,3.0,1,0,45
27.0,4.0,12.352058,76.60665,12.432058,76.68665,2,3,0,2,2,1.0,0,0,34
29.0,4.9,11.022298,76.998349,11.132298,77.108349,5,1,1,1,3,0.0,0,0,24
38.0,4.8,11.008638,76.984311,11.068638,77.044311,2,1,0,2,2,3.0,0,0,44
35.0,4.8,21.149669,72.772629,21.199669,72.822629,0,1,2,3,2,2.0,0,0,36
31.0,4.9,12.972161,77.596014,13.002161,77.626014,4,1,0,2,2,0.0,0,0,28
30.0,4.3,13.049645,80.242268,13.139645,80.332268,5,3,1,1,3,2.0,0,0,37
24.0,4.9,0.0,0.0,0.06,0.06,1,3,1,3,2,0.0,0,2,10
33.0,4.8,17.430448,78.418213,17.520448,78.508213,3,2,2,1,2,0.0,0,2,23
29.0,4.6,30.372202,78.077151,30.442202,78.147151,2,2,0,2,2,0.0,0,0,22
38.0,4.6,19.176269,72.836721,19.216269,72.876721,3,0,2,3,3,1.0,0,0,26
26.0,4.9,23.351489,85.324253,23.411489,85.384253,2,1,0,1,2,1.0,0,0,34
39.0,4.8,0.0,0.0,0.04,0.04,2,3,2,0,3,0.0,0,0,26
24.0,4.5,0.0,0.0,0.11,0.11,1,2,0,3,2,1.0,0,0,21
34.0,4.2,18.530963,73.828972,18.590963,73.888972,3,2,0,2,2,1.0,0,0,28
26.0,4.7,26.766536,75.837333,26.826536,75.897333,5,2,2,3,2,0.0,0,0,14
35.0,4.7,22.722634,75.886959,22.762634,75.926959,0,3,2,2,2,1.0,0,0,17
36.0,4.2,12.98041,77.640489,13.01041,77.670489,2,3,0,1,2,1.0,0,0,37
24.0,2.6,22.307898,73.167788,22.417898,73.277788,4,2,1,1,2,1.0,1,0,42
30.0,4.7,0.0,0.0,0.07,0.07,4,3,0,3,2,0.0,0,2,17
33.0,4.3,19.091458,72.827808,19.201458,72.937808,0,3,1,2,2,1.0,0,0,34
26.0,4.6,19.874733,75.353942,19.984733,75.463942,5,3,1,0,2,1.0,0,0,25
32.0,5.0,13.045479,80.23311,13.155479,80.34311,5,1,1,0,3,1.0,0,2,30
37.0,4.9,26.956431,75.776649,27.046431,75.866649,1,1,0,2,2,2.0,0,0,48
26.0,4.9,10.027014,76.308053,10.157014,76.438053,3,2,2,1,3,1.0,0,0,18
31.0,4.8,11.008638,76.984311,11.138638,77.114311,3,2,1,1,3,0.0,0,0,28
37.0,4.6,13.022394,80.242439,13.112394,80.332439,3,3,1,0,2,1.0,0,2,26
26.0,4.7,19.065838,72.832658,19.175838,72.942658,4,1,2,1,3,0.0,0,2,16
37.0,4.8,22.75004,75.902847,22.78004,75.932847,0,1,0,2,2,0.0,0,0,25
22.0,4.6,0.0,0.0,0.13,0.13,4,1,2,1,2,0.0,0,0,22
21.0,4.4,21.173493,72.801953,21.203493,72.831953,5,2,0,1,2,0.0,0,0,15
22.0,4.0,13.029198,77.570997,13.039198,77.580997,2,2,0,3,2,1.0,0,2,28
38.0,4.5,13.026279,80.174568,13.036279,80.184568,5,2,1,2,2,1.0,0,2,20
28.0,4.0,13.091809,80.219104,13.131809,80.259104,3,0,0,0,2,1.0,0,0,32
29.0,4.7,0.0,0.0,0.13,0.13,2,1,1,2,3,0.0,0,2,17
31.0,4.9,22.308096,73.167753,22.348096,73.207753,0,0,1,1,2,1.0,0,0,38
24.0,4.8,21.183434,72.814492,21.203434,72.834492,0,2,2,3,3,0.0,0,0,14
33.0,4.8,0.0,0.0,0.04,0.04,5,3,1,0,2,1.0,0,0,26
26.0,4.9,18.533811,73.899315,18.623811,73.989315,2,1,0,3,2,1.0,0,0,30
30.0,4.7,23.351489,85.324253,23.431489,85.404253,5,2,1,2,3,1.0,0,0,28
20.0,4.7,11.003681,76.975525,11.053681,77.025525,0,1,1,3,3,1.0,0,0,29
29.0,4.8,21.149669,72.772629,21.279669,72.902629,5,2,1,0,3,0.0,0,2,12
32.0,4.0,12.975377,77.696664,13.045377,77.766664,5,3,0,0,2,3.0,1,2,49
20.0,4.9,22.311358,73.164798,22.421358,73.274798,1,3,0,2,2,1.0,0,0,42
26.0,5.0,12.986047,80.218114,13.056047,80.288114,2,3,2,2,1,1.0,0,2,24
38.0,4.8,21.175975,72.795503,21.285975,72.905503,0,1,2,0,2,1.0,0,0,46
34.0,4.6,15.496162,73.825364,15.536162,73.865364,2,0,2,2,1,1.0,0,2,27
27.0,4.5,26.913726,75.75282,26.933726,75.77282,3,2,1,3,2,0.0,0,0,13
29.0,5.0,22.569367,88.433187,22.639367,88.503187,5,1,1,1,2,1.0,0,0,25
24.0,4.9,21.170798,72.790489,21.300798,72.920489,5,1,2,1,2,1.0,0,2,24
21.0,4.9,22.74806,75.8934,22.75806,75.9034,0,2,1,0,2,0.0,0,0,12
33.0,4.4,30.895817,75.813112,30.905817,75.823112,5,2,0,1,2,1.0,0,0,24
35.0,4.7,23.357804,85.325146,23.417804,85.385146,2,1,1,2,2,1.0,0,0,29
35.0,4.7,11.010375,76.95295,11.090375,77.03295,3,2,2,3,3,1.0,0,0,18
30.0,4.7,-30.366322,-78.070453,30.496322,78.200453,1,2,3,3,3,1.0,0,0,20
30.0,4.7,12.323994,76.626167,12.353994,76.656167,3,3,0,0,2,0.0,0,0,13
29.0,4.8,19.120083,72.907385,19.190083,72.977385,0,2,1,1,2,1.0,0,0,23
21.0,4.9,18.563934,73.915367,18.643935,73.995367,5,2,0,0,2,1.0,0,0,19
29.0,4.6,12.906229,77.596791,13.016229,77.706791,5,1,0,2,2,1.0,0,2,29
22.0,4.7,12.933298,77.614293,13.023298,77.704293,4,1,0,3,2,0.0,0,0,24
30.0,4.7,12.337978,76.616792,12.377978,76.656792,1,2,1,1,3,0.0,0,2,27
24.0,4.4,27.161661,78.011544,27.241661,78.091544,0,1,2,2,3,0.0,0,0,40
23.0,4.9,12.337928,76.617889,12.347928,76.627889,3,0,2,3,3,0.0,0,0,22
27.0,4.6,13.066762,80.251865,13.076762,80.261865,5,0,2,1,3,1.0,0,2,12
33.0,4.1,10.994136,76.963303,11.074136,77.043303,2,3,0,1,2,1.0,0,0,43
35.0,4.6,17.440827,78.393391,17.550827,78.503391,5,3,2,2,3,1.0,0,0,26
21.0,4.7,11.003681,76.975525,11.033681,77.005525,5,3,1,0,3,0.0,0,0,27
39.0,4.4,13.064181,80.236442,13.154181,80.326442,1,2,0,2,2,2.0,0,0,35
34.0,4.8,13.066762,80.251865,13.116762,80.301865,5,2,2,1,3,1.0,0,0,27
29.0,4.9,21.160437,72.774209,21.200437,72.814209,0,0,0,1,2,1.0,0,2,27
20.0,4.7,19.091458,72.827808,19.111458,72.847808,1,2,1,0,3,0.0,0,0,17
20.0,4.8,0.0,0.0,0.07,0.07,2,2,0,1,2,0.0,0,2,17
30.0,4.7,23.416792,85.316842,23.476792,85.376842,4,2,1,1,2,0.0,0,0,15
37.0,4.7,30.362686,78.06889,30.492686,78.19889,1,1,2,0,3,1.0,0,0,39
39.0,4.6,22.725748,75.898497,22.755747,75.928497,3,1,1,1,2,1.0,0,0,25
26.0,5.0,17.410371,78.437225,17.520371,78.547225,4,3,0,1,2,1.0,0,0,18
32.0,4.9,0.0,0.0,0.08,0.08,0,3,0,2,2,3.0,1,2,48
21.0,4.7,18.56245,73.916619,18.65245,74.006619,1,2,2,1,3,0.0,0,0,28
35.0,4.8,12.972161,77.596014,12.992161,77.616014,2,2,2,3,3,0.0,0,0,29
39.0,4.6,23.416792,85.316842,23.446792,85.346842,2,3,2,0,2,0.0,0,2,32
39.0,5.0,12.906229,77.596791,13.036229,77.726791,0,2,0,2,2,1.0,0,0,41
27.0,4.9,9.979186,76.317361,10.049186,76.387361,0,1,0,1,2,2.0,0,0,39
33.0,4.8,13.049645,80.242268,13.079645,80.272268,1,3,2,1,3,0.0,0,0,16
33.0,4.8,17.411028,78.329645,17.541028,78.459645,1,1,0,2,2,3.0,0,0,48
37.0,4.7,12.933284,77.615428,13.003284,77.685428,0,3,1,0,2,0.0,0,0,40
20.0,4.6,11.000762,76.981876,11.020762,77.001876,3,2,1,1,2,0.0,0,2,11
20.0,4.6,0.0,0.0,0.08,0.08,4,1,2,0,2,1.0,0,2,19
31.0,4.2,18.539299,73.897902,18.609299,73.967902,0,1,1,1,3,1.0,0,2,35
27.0,4.6,11.022298,76.998349,11.042298,77.018349,4,0,2,0,1,0.0,0,0,16
37.0,4.9,22.310329,73.169083,22.360329,73.219083,1,3,1,1,3,0.0,0,2,15
34.0,4.4,12.949934,77.699386,12.999934,77.749386,3,1,2,0,3,1.0,0,2,31
25.0,4.7,11.022169,76.999594,11.082169,77.059594,1,2,1,3,2,0.0,0,2,11
37.0,4.7,19.875908,75.358888,19.925908,75.408888,0,2,0,2,2,1.0,0,2,22
23.0,4.7,10.006881,76.345397,10.076881,76.415397,3,2,1,2,3,1.0,0,0,16
27.0,5.0,12.326356,76.619103,12.366356,76.659103,1,0,0,1,2,0.0,0,0,24
36.0,4.7,17.431477,78.40035,17.451477,78.42035,0,2,2,3,1,0.0,0,2,16
30.0,4.3,26.88842,75.800689,27.02842,75.940689,5,1,0,3,2,1.0,0,0,42
20.0,4.9,0.0,0.0,0.01,0.01,0,0,1,1,2,1.0,0,0,31
28.0,4.7,11.003669,76.976494,11.073669,77.046494,1,1,1,3,3,1.0,0,0,31
36.0,4.0,0.0,0.0,0.02,0.02,5,2,0,0,2,0.0,0,0,33
20.0,4.7,13.022394,80.242439,13.072394,80.292439,3,2,2,1,3,1.0,0,0,16
22.0,4.7,18.51421,73.838429,18.62421,73.948429,5,2,0,0,2,1.0,0,0,16
28.0,4.7,12.352058,76.60665,12.462058,76.71665,2,3,1,0,2,1.0,0,0,25
34.0,4.8,21.186884,72.793616,21.196884,72.803616,0,2,2,0,1,1.0,0,0,18
25.0,4.8,22.307898,73.167788,22.417898,73.277788,5,3,1,1,3,0.0,0,0,26
38.0,5.0,19.875522,75.367127,19.925522,75.417127,2,1,1,2,3,1.0,0,0,34
34.0,3.5,26.892312,75.806896,26.972313,75.886896,5,3,2,3,2,1.0,0,0,32
24.0,4.9,22.310237,73.158921,22.420237,73.268921,5,1,1,1,2,0.0,0,0,22
33.0,4.6,23.359033,85.325347,23.449033,85.415347,5,1,0,3,2,2.0,1,2,50
21.0,4.6,22.552996,88.35231,22.572996,88.37231,3,0,1,3,3,1.0,0,2,16
25.0,4.6,22.538731,88.364878,22.598731,88.424878,3,3,0,1,2,0.0,0,0,23
23.0,4.9,22.311603,73.165012,22.351603,73.205012,5,0,0,0,2,1.0,0,0,19
34.0,4.9,30.895204,75.822103,30.945204,75.872103,3,2,1,3,2,1.0,0,0,25
25.0,4.7,17.428294,78.404423,17.498294,78.474423,1,3,2,3,3,1.0,0,0,37
28.0,4.9,25.450329,81.834279,25.540329,81.924279,2,2,2,1,1,0.0,0,0,10
34.0,3.7,18.546947,73.900626,18.656947,74.010626,3,1,1,0,3,1.0,0,0,34
24.0,4.5,26.956431,75.776649,27.066431,75.886649,3,2,1,2,3,1.0,0,0,14
31.0,5.0,13.026279,80.174568,13.086279,80.234568,0,1,1,0,2,1.0,0,0,26
38.0,4.6,19.1813,72.836191,19.2413,72.896191,2,1,1,0,3,1.0,0,0,30
32.0,4.8,30.340722,78.060221,30.430722,78.150221,4,3,1,0,2,0.0,0,0,17
28.0,5.0,19.874733,75.353942,19.964733,75.443942,2,3,0,0,2,0.0,0,0,29
29.0,4.5,26.911927,75.797282,27.001927,75.887282,1,3,0,1,2,1.0,0,0,37
28.0,4.8,13.058616,80.264151,13.188616,80.394151,2,1,2,1,1,0.0,0,0,23
39.0,4.8,12.352058,76.60665,12.402058,76.65665,5,1,1,1,2,1.0,0,0,30
39.0,4.8,0.0,0.0,0.07,0.07,5,1,1,0,3,1.0,0,0,29
26.0,4.8,22.727021,75.884167,22.747021,75.904167,5,2,2,0,3,0.0,0,0,14
33.0,4.8,22.651847,75.881991,22.681847,75.911991,3,2,2,0,1,1.0,0,0,28
37.0,4.9,25.45235,81.841889,25.48235,81.871889,2,1,1,1,3,0.0,0,0,27
30.0,4.7,12.906229,77.596791,12.966229,77.656791,1,2,3,1,3,0.0,0,0,24
24.0,4.6,10.994136,76.963303,11.084136,77.053303,2,2,0,3,2,1.0,0,0,16
36.0,5.0,19.874733,75.353942,19.954733,75.433942,2,1,0,2,2,2.0,0,0,43
22.0,4.7,22.311603,73.165012,22.401603,73.255012,1,3,0,3,2,3.0,0,0,44
21.0,4.6,17.411028,78.329645,17.441028,78.359645,3,3,0,2,2,1.0,0,0,22
29.0,5.0,21.170798,72.790489,21.220798,72.840489,5,2,1,0,3,1.0,0,2,16
33.0,4.7,12.972532,77.608179,12.992532,77.628179,1,2,2,1,3,1.0,0,0,18
27.0,4.1,23.359033,85.325347,23.379033,85.345347,3,2,0,1,2,0.0,0,0,16
30.0,4.7,17.426228,78.407495,17.556228,78.537495,5,3,0,1,2,0.0,0,0,24
30.0,4.2,21.173493,72.801953,21.243493,72.871953,0,1,1,0,2,1.0,0,0,46
22.0,4.8,0.0,0.0,0.08,0.08,4,3,0,0,2,0.0,0,0,26
20.0,4.9,11.003669,76.976494,11.073669,77.046494,3,3,1,1,3,1.0,0,2,17
31.0,4.4,12.972161,77.596014,13.042161,77.666014,2,1,0,0,2,1.0,0,0,44
36.0,4.6,21.149669,72.772629,21.179669,72.802629,1,3,2,1,3,1.0,0,0,17
39.0,4.9,26.892312,75.806896,26.972313,75.886896,5,1,0,3,2,2.0,0,2,43
32.0,4.7,17.424114,78.347554,17.534114,78.457554,1,2,0,2,2,1.0,0,0,41
23.0,4.2,0.0,0.0,0.07,0.07,5,3,0,1,2,0.0,0,0,34
30.0,3.8,21.170096,72.789122,21.250096,72.869122,5,1,2,0,3,1.0,1,0,40
26.0,4.7,22.760072,75.892574,22.780072,75.912574,5,2,2,2,3,0.0,0,2,16
30.0,4.7,12.325461,76.632278,12.335461,76.642278,0,0,1,0,2,1.0,0,0,23
21.0,4.9,21.157735,72.768778,21.167735,72.778778,3,0,2,0,2,0.0,0,2,13
23.0,4.6,11.000762,76.981876,11.030762,77.011876,3,3,2,1,3,1.0,0,0,29
22.0,4.9,21.186884,72.793616,21.206884,72.813616,2,0,1,2,2,1.0,0,0,24
39.0,4.5,21.157729,72.768726,21.187729,72.798726,0,3,2,1,2,1.0,0,0,16
32.0,4.1,13.086438,80.220672,13.136439,80.270672,3,1,1,1,3,1.0,0,0,34
25.0,4.7,26.846156,75.8023,26.956156,75.9123,3,1,1,1,2,0.0,0,0,20
30.0,5.0,21.157729,72.768726,21.197729,72.808726,1,0,1,3,2,1.0,0,0,28
25.0,4.8,12.939496,77.625999,13.069496,77.755999,1,3,2,1,3,0.0,0,0,30
26.0,4.7,11.008638,76.984311,11.098638,77.074311,3,2,2,3,3,0.0,0,0,14
30.0,4.6,11.022477,76.995667,11.062477,77.035667,5,0,2,3,2,1.0,0,2,30
31.0,4.3,27.160934,78.044095,27.180934,78.064095,5,2,0,1,2,1.0,0,0,25
33.0,4.8,22.725748,75.898497,22.805747,75.978497,4,2,1,0,2,0.0,0,0,28
20.0,5.0,19.131141,72.813074,19.19114,72.873074,4,2,1,1,3,0.0,0,0,17
36.0,4.3,12.323225,76.630028,12.453225,76.760028,5,1,1,2,3,1.0,0,2,33
20.0,4.9,18.51421,73.838429,18.60421,73.928429,2,3,0,3,2,1.0,0,0,36
30.0,4.7,-12.325461,-76.632278,12.385461,76.692278,1,2,3,0,3,1.0,0,0,16
38.0,4.1,0.0,0.0,0.09,0.09,2,1,2,3,3,2.0,0,0,38
37.0,4.7,22.31279,73.170283,22.37279,73.230283,0,1,0,2,2,0.0,0,0,25
28.0,5.0,26.905287,75.794592,27.015287,75.904592,1,1,2,0,3,2.0,0,0,40
39.0,3.5,12.975377,77.696664,13.055377,77.776664,0,2,2,2,2,0.0,0,2,32
31.0,4.0,17.422819,78.449578,17.502819,78.529578,0,1,1,3,3,0.0,0,0,42
30.0,4.9,17.45971,78.368855,17.50971,78.418855,4,2,0,3,2,1.0,0,2,27
27.0,4.9,22.526461,88.364453,22.616461,88.454453,2,1,2,1,2,1.0,0,0,25
30.0,4.9,18.533811,73.899315,18.583811,73.949315,2,2,2,1,2,1.0,0,0,24
29.0,4.5,12.906229,77.596791,13.036229,77.726791,0,1,2,3,3,1.0,0,2,30
35.0,4.5,27.163303,78.057044,27.293303,78.187044,5,2,0,2,2,1.0,0,0,22
34.0,4.9,22.695207,75.866059,22.715207,75.886059,5,0,0,3,2,0.0,0,0,31
37.0,4.8,11.026117,76.944652,11.106117,77.024652,3,2,2,0,3,1.0,0,0,16
34.0,4.9,26.910262,75.783013,26.940262,75.813013,4,1,0,2,2,1.0,0,0,25
31.0,4.9,0.0,0.0,0.02,0.02,0,2,1,0,3,0.0,0,0,16
23.0,4.1,17.440827,78.393391,17.500827,78.453391,1,1,2,2,1,1.0,0,0,32
29.0,4.7,22.727021,75.884167,22.777021,75.934167,4,3,0,3,2,1.0,0,0,20
20.0,4.9,0.0,0.0,0.02,0.02,3,2,1,2,2,1.0,0,2,11
26.0,4.1,18.569156,73.774723,18.629156,73.834723,2,2,0,2,2,1.0,0,2,21
34.0,4.5,0.0,0.0,0.08,0.08,0,1,0,3,2,2.0,1,2,44
34.0,4.9,19.875522,75.367127,19.925522,75.417127,1,2,1,3,2,1.0,0,0,19
21.0,4.7,18.593481,73.785901,18.623481,73.815901,3,1,2,0,3,1.0,0,0,11
35.0,4.6,11.003008,76.97544,11.073009,77.04544,5,2,0,3,2,1.0,0,2,23
20.0,4.7,26.914142,75.805704,27.024142,75.915704,3,2,2,3,1,0.0,0,0,12
24.0,4.1,19.103249,72.846749,19.233249,72.976749,0,1,2,0,1,1.0,0,0,39
25.0,4.5,12.939496,77.625999,12.979496,77.665999,5,0,1,3,3,1.0,0,2,16
22.0,4.8,19.055831,72.833984,19.085831,72.863984,0,2,2,1,3,1.0,0,2,17
38.0,4.7,23.416792,85.316842,23.506792,85.406842,5,3,1,2,2,0.0,0,2,24
29.0,4.3,12.934365,77.616155,12.974365,77.656155,0,0,1,2,3,1.0,0,2,33
24.0,4.8,12.906229,77.596791,13.016229,77.706791,2,3,1,3,3,1.0,0,2,29
36.0,4.8,30.359722,78.067079,30.499722,78.207079,1,3,0,0,2,1.0,0,0,42
31.0,4.7,26.956431,75.776649,27.006431,75.826649,5,2,2,0,1,1.0,0,0,28
20.0,4.8,12.334022,76.618203,12.364022,76.648203,1,1,1,3,3,1.0,0,0,25
25.0,4.6,23.214294,77.435361,23.264294,77.485361,4,3,1,3,3,0.0,0,0,16
23.0,5.0,12.914264,77.6784,13.024264,77.7884,2,2,1,2,3,1.0,0,2,11
39.0,4.7,26.956431,75.776649,27.006431,75.826649,0,3,0,0,2,2.0,0,2,34
21.0,4.7,12.326356,76.619103,12.436356,76.729103,0,3,0,3,2,0.0,0,0,35
32.0,4.7,22.725835,75.887648,22.765835,75.927648,3,3,2,1,3,1.0,0,0,25
36.0,4.9,23.359194,85.325447,23.489194,85.455447,4,1,1,1,2,1.0,0,0,15
38.0,4.8,11.006686,76.951736,11.076686,77.021736,0,1,1,3,2,3.0,0,0,49
34.0,4.3,12.934179,77.615797,13.044179,77.725797,2,3,0,3,2,1.0,0,0,35
23.0,2.5,21.173493,72.801953,21.283493,72.911953,4,2,1,0,2,1.0,0,0,34
32.0,3.6,12.311072,76.654878,12.441072,76.784878,3,1,2,2,3,1.0,0,2,39
31.0,4.8,13.029198,77.570997,13.039198,77.580997,1,2,0,2,2,1.0,0,0,26
22.0,4.6,12.334022,76.618203,12.414022,76.698203,4,1,2,0,2,1.0,0,0,11
34.0,3.9,12.323225,76.630028,12.403225,76.710028,0,2,2,1,1,1.0,0,0,33
39.0,4.8,23.371292,85.327872,23.501292,85.457872,0,1,0,2,2,1.0,0,0,47
21.0,5.0,26.766536,75.837333,26.846536,75.917333,0,2,1,0,2,0.0,0,0,25
34.0,3.9,17.41233,78.449654,17.50233,78.539654,1,2,2,2,3,1.0,0,0,37
30.0,4.7,-12.316967,76.603067,12.326967,76.613067,0,0,0,3,2,0.0,0,2,29
28.0,4.9,13.086438,80.220672,13.166438,80.300672,5,3,1,2,2,1.0,0,0,15
34.0,4.9,21.149834,72.778666,21.159834,72.788666,5,2,1,0,2,1.0,0,0,20
21.0,4.7,12.970221,77.645396,13.100221,77.775396,2,1,1,2,2,0.0,0,0,29
